"Application_ID","GEO_region","Age","Job_type","Marital_status","Home_status","Car_status","Household_children","Monthly_Income","Monthly_Spendings","Credit_purpose","Credit_amount","Number_of_installments","NotionalValue_t0","NotionalValue_lag1","NotionalValue_lag2","NotionalValue_lag3","NotionalValue_lag4","NotionalValue_lag5","NotionalValue_lag6","NotionalValue_lag7","NotionalValue_lag8","NotionalValue_lag9","NotionalValue_lag10","NotionalValue_lag11","NotionalValue_lag12","DPD_t0","DPD_lag1","DPD_lag2","DPD_lag3","DPD_lag4","DPD_lag5","DPD_lag6","DPD_lag7","DPD_lag8","DPD_lag9","DPD_lag10","DPD_lag11","DPD_lag12","NotionalOverdue_t0","NotionalOverdue_lag1","NotionalOverdue_lag2","NotionalOverdue_lag3","NotionalOverdue_lag4","NotionalOverdue_lag5","NotionalOverdue_lag6","NotionalOverdue_lag7","NotionalOverdue_lag8","NotionalOverdue_lag9","NotionalOverdue_lag10","NotionalOverdue_lag11","NotionalOverdue_lag12","DefFlag"
"CCC20000060",1,46,"Full-time","Maried","Owner","Owner",2,2939,1160,"Other",1560,12,30649.7796907376,30649.7796907376,31095.308561178,31442.4907517464,31442.4907517464,31442.4907517464,31442.4907517464,31974.9125165975,31974.9125165975,32270.1039658548,33369.1853578598,33369.1853578598,33369.1853578598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000062",41,58,"Full-time","Maried","Owner","Owner",0,2873,460,"White-goods",4704,12,543.658043492412,584.771127133493,636.16787144335,647.487316840092,647.487316840092,647.487316840092,691.726495269254,713.803740163947,713.803740163947,743.471290213716,765.719064380686,765.719064380686,765.719064380686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000063",1,53,"Retired","Maried","Owner","Owner",1,924,480,"Other",6216,24,30528.4363187862,30528.4363187862,32880.7209191683,32880.7209191683,37706.3825386808,40686.1458042852,40686.1458042852,41672.6386817844,45693.0941273118,45693.0941273118,47642.1208404361,51744.9706617,51744.9706617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000065",5,46,"Full-time","Maried","Rental","No",1,3013,400,"Holidays",6216,12,9669.82296253731,9776.97102868824,9946.71512578867,10114.1350235322,10424.2040468278,10711.1702052184,10818.4258655637,10880.0890924864,10880.0890924864,10880.0890924864,10880.0890924864,10978.2615272399,10978.2615272399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.8594991954861,0,0,0
"CCC20000066",47,53,"Retired","Divorced","Owner","Owner",0,781,400,"White-goods",2976,12,9094.27245228341,9602.50466716952,9713.7018970821,9993.30751286688,9993.30751286688,9993.30751286688,10383.0369949603,10604.4866701979,10604.4866701979,10604.4866701979,10850.3003881391,10850.3003881391,10901.7454844377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000067",33,39,"Full-time","Divorced","Owner","Owner",0,2325,1240,"Holidays",1056,12,660916.401706498,660916.401706498,660916.401706498,660916.401706498,660916.401706498,660916.401706498,660916.401706498,660916.401706498,668524.01331071,668524.01331071,668524.01331071,679771.041291791,686013.304929822,27,0,0,0,0,1,55,24,0,0,0,1,0,0,0,0,0,0,1824.80244463767,0,0,0,0,0,1824.80244463767,0,0
"CCC20000070",66,59,"Retired","Maried","Owner","Owner",1,557,260,"Holidays",3132,12,303855.583898074,303855.583898074,303855.583898074,303855.583898074,303855.583898074,303855.583898074,303855.583898074,303855.583898074,303855.583898074,304924.334149473,304924.334149473,304924.334149473,324049.632737445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000071",28,48,"Contract","Maried","Owner","Owner",0,742,100,"Makeover",7128,36,12096.9967590705,12096.9967590705,12113.7018402685,12125.3896375313,12134.6974194853,12134.6974194853,12134.6974194853,12156.3939144944,12156.3939144944,12156.3939144944,12183.4346668484,12187.0551800079,12188.4315450807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.2698167312575,0,0,0,0
"CCC20000072",123,57,"Retired","Maried","Owner","Owner",0,482,240,"Makeover",2220,12,40544.4739772249,43260.2289537244,48651.1900085865,51637.7298600579,51637.7298600579,51637.7298600579,51637.7298600579,60886.3109337769,60886.3109337769,65181.1566030438,65181.1566030438,68241.8404789589,73732.5500481028,5,0,4,6,7,0,0,0,0,0,0,7,0,2867.29607551902,0,2717.39952074042,2008.34856650242,2222.88316900978,0,0,0,0,0,0,2692.41508454266,0,0
"CCC20000073",172,43,"Full-time","Maried","Owner","No",1,1935,700,"Holidays",2256,12,18212.325931608,18212.325931608,18212.325931608,18430.5233970602,18430.5233970602,18430.5233970602,19051.2075760069,19202.9749899879,19557.5248951954,19712.0974800068,19825.3218050056,19828.1377097862,20179.4635435112,11,0,0,0,0,0,0,0,0,0,0,0,0,296.669759163691,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000074",112,60,"Retired","Maried","Owner","No",0,564,180,"Makeover",2064,24,203543.741924116,205838.887999849,210766.492394746,219536.961813114,219536.961813114,219570.243692709,219570.243692709,219570.243692709,219570.243692709,219570.243692709,219570.243692709,224997.985020311,225681.791694665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000075",22,43,"Full-time","Maried","Owner","Owner",1,2385,1220,"Makeover",4080,24,21900.5044396434,25234.1124924774,25234.1124924774,27277.1316854432,27277.1316854432,27632.1911938335,31310.427998672,31407.1002156239,31407.1002156239,31407.1002156239,31407.1002156239,33722.0177166669,34121.1623896224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000076",87,38,"Contract","Maried","Owner","No",1,1729,20,"Other",2268,12,41585.4219654468,41917.9754858447,42784.3402858294,42890.3531786947,43591.3427355044,44262.1215514187,45051.1663696858,46466.0177807245,46466.0177807245,47295.1285607909,47295.1285607909,48188.8221501612,48619.880722116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000077",85,49,"Entrepreneur","Maried","Owner","Owner",1,4874,1880,"White-goods",5136,24,11138.8510173428,11138.8510173428,11631.0885010524,13416.8398491619,13416.8398491619,13416.8398491619,15411.4778648233,15411.4778648233,17566.0865939993,17566.0865939993,18572.9569328476,21141.9683063027,22068.7324349281,7,0,0,3,0,0,0,10,0,2,0,5,4,704.200936099116,0,0,1075.53965041476,0,0,0,1052.91108894739,0,827.551729190666,0,636.81216819302,829.051682476556,0
"CCC20000078",51,70,"Retired","Widowed","Owner","Owner",0,375,200,"Holidays",7104,24,35968.4398340006,36528.3193292542,37072.8631119495,37072.8631119495,37072.8631119495,37891.9764957367,38291.6877772014,38558.0766557857,38558.0766557857,38666.3718730972,38666.3718730972,38666.3718730972,39922.6155498467,10,43,12,11,10,12,0,6,14,0,8,0,11,239.737245311707,612.014383023413,369.881213029629,357.143493888399,271.377207067191,387.809632654664,0,294.241723658239,322.549352581129,0,329.039324314279,0,375.441926264646,1
"CCC20000079",199,57,"Full-time","Maried","Owner","Owner",0,1868,280,"Holidays",4632,12,14640.5285031963,17057.4800135001,18556.3667236111,18995.2381036775,19761.1677552811,21691.6170684484,23418.3365276445,23418.3365276445,24097.0178048655,25760.7430171159,25760.7430171159,27898.6425446174,29913.6064634163,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,1063.14350534057,0,0,708.320813882419,0,0,0,0,0
"CCC20000080",189,56,"Retired","Maried","Owner","Owner",1,2424,1360,"White-goods",3888,12,8754.71215979531,8998.97295110108,8998.97295110108,8998.97295110108,9636.48216861594,10754.739792894,10754.739792894,10754.739792894,11145.4118628721,11683.1088592213,11683.1088592213,12372.6789596882,12372.6789596882,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,28.8533867357403,0,0
"CCC20000081",181,57,"Entrepreneur","Maried","Owner","Owner",1,5796,2420,"Holidays",1728,12,1947.2421064704,1958.01808629034,1958.01808629034,2006.58956411743,2006.58956411743,2048.77733304054,2186.26602973555,2412.28902735895,2429.23082586241,2429.23082586241,2544.67683810929,2565.54755042723,2722.20831480512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000082",85,48,"Full-time","Divorced","Owner","Owner",0,2496,780,"Other",8388,36,1800.93256925482,4335.63279620279,4990.3757977429,4990.3757977429,4990.3757977429,7626.72696980432,7626.72696980432,7626.72696980432,12939.5974882521,13099.281470623,13099.281470623,13099.281470623,13099.281470623,0,0,0,0,0,0,7,1,4,0,1,9,0,0,0,0,0,0,0,789.733612992832,23.0399572263105,1017.68404246088,0,880.666263046447,979.176536944153,0,1
"CCC20000084",98,42,"Full-time","Maried","Owner","Owner",2,1681,580,"White-goods",3996,12,303796.472941533,303796.472941533,304473.864819622,304473.864819622,304473.864819622,304473.864819622,304554.657380038,305087.166845921,305204.792150799,305204.792150799,306382.919784202,306525.678375107,306525.678375107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000085",37,60,"Retired","Divorced","Owner","No",1,1000,380,"White-goods",2760,12,53521.5238484442,53521.5238484442,53853.7044127149,54259.1252457684,54398.4065721242,54848.7427049781,55070.4093305944,56474.7883227511,57002.9345709314,57002.9345709314,57002.9345709314,57411.1058163733,57411.1058163733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000086",52,56,"Contract","Divorced","Owner","Owner",0,3181,400,"White-goods",3588,12,27529.1961028544,27529.1961028544,27529.1961028544,27529.1961028544,27529.1961028544,27529.1961028544,27529.1961028544,27529.1961028544,27529.1961028544,27529.1961028544,27529.1961028544,28170.3712855123,28170.3712855123,29,11,0,0,0,197,167,136,107,76,45,14,0,463.293581018458,0,0,0,0,1642.17821830571,966.843892521676,1137.19861015489,694.25257995374,810.003318147496,504.977829136129,338.871516474164,0,0
"CCC20000088",7,51,"Full-time","Maried","Owner","No",2,1917,260,"White-goods",4824,24,5001.08929355832,5550.82028208971,5550.82028208971,5550.82028208971,5550.82028208971,9513.14234519137,9513.14234519137,9513.14234519137,9513.14234519137,9513.14234519137,9513.14234519137,11206.9729924923,13207.7018348286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.9078818378053,0,0,0,0,0,0,0
"CCC20000089",1,53,"Entrepreneur","Maried","Owner","Owner",3,3830,1440,"Holidays",5496,12,51151.0934927538,52944.4846238388,52944.4846238388,52944.4846238388,53473.860327365,53473.860327365,53473.860327365,53473.860327365,55015.011202885,55015.011202885,55363.8104735571,56064.076484354,56366.3659828599,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,147.882879667075,0,0,0,147.882879667075,0,0,0,0,0,0,1
"CCC20000090",112,67,"Retired","Maried","Owner","Owner",0,614,340,"White-goods",3576,24,21882.8659660641,22347.9297107953,22606.052782709,22710.9157927945,22863.8929932157,22863.8929932157,22863.8929932157,23713.9809643718,23719.5649635312,24050.2186736914,24050.2186736914,24050.2186736914,24269.8859987328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000092",18,41,"Full-time","Maried","Owner","No",0,2021,560,"Holidays",8928,36,1884.35523748915,1911.08092008936,1930.01808569325,1930.01808569325,1930.01808569325,1939.76981884114,1942.86264703547,1986.52937963356,1986.52937963356,1986.52937963356,2019.88949850221,2019.88949850221,2051.51679655146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000093",2,75,"Retired","Widowed","Owner","Owner",2,1387,620,"White-goods",3372,12,16098.431577564,16575.3963204425,16640.0566515154,16757.6533350943,16814.6684040025,16814.6684040025,17210.4767976962,17210.4767976962,17210.4767976962,17210.4767976962,17210.4767976962,17210.4767976962,17545.3906325027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000094",80,69,"Retired","Divorced","Owner","Owner",0,969,520,"Holidays",2052,12,4323.14568489595,4323.14568489595,4323.14568489595,4323.14568489595,4323.14568489595,4323.14568489595,4323.14568489595,4323.14568489595,4323.14568489595,4323.14568489595,4323.14568489595,4540.56024064755,4700.19194780888,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,11.9695162744598,0,0,0,11.9695162744598,0,0,0
"CCC20000097",63,45,"Full-time","Maried","Owner","Owner",2,2729,340,"Other",2100,12,2839.94945482224,4426.3240797821,4906.72856974106,5096.1723569351,6024.20277151186,6024.20277151186,6419.55299324731,7197.66561832394,7458.18485670658,7485.47959300748,7820.36078907765,9109.02953948364,10312.7393567032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.9390079559229,0,0,0,0,0,0,0,0,0
"CCC20000098",2,51,"Entrepreneur","Maried","Owner","No",2,5575,740,"Holidays",7812,36,469342.408385382,469598.015169639,470860.965926123,471534.758864534,472355.085445916,472978.64985865,472978.64985865,472978.64985865,478736.273192871,478736.273192871,480169.501502968,480169.501502968,482446.843436518,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1300.92425209605,0,0,0,0,0,0,0,0,0,0,0
"CCC20000099",132,65,"Retired","Maried","Owner","No",0,2110,800,"Holidays",3060,36,8296.29395129015,8296.29395129015,8299.89894941084,8333.7876402534,8343.61930480468,8345.22999426788,8368.87947587445,8369.1157406222,8369.1157406222,8396.803968721,8396.803968721,8414.14890712366,8416.39387454643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.8970253883136,0,0,0,0,0,0,0,0,0,0,0
"CCC20000101",154,36,"Full-time","Single","Rental","Owner",0,2404,500,"White-goods",7308,36,144194.540929115,144259.855681793,144482.881648063,144482.881648063,144620.825236971,144720.446822181,144720.446822181,144770.48534632,144819.994260473,144901.49555998,144911.966857958,144911.966857958,145129.503334647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,396.401958062319,0,0
"CCC20000104",151,63,"Contract","Maried","Owner","Owner",0,1314,500,"Holidays",4464,12,908.764764481313,947.393995992431,984.813474527193,1018.81561517838,1018.81561517838,1018.81561517838,1018.81561517838,1085.48305381811,1088.5707421334,1088.5707421334,1148.94951957293,1148.94951957293,1148.94951957293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.87159279083628,0,0,0,0,0,0,0,0
"CCC20000105",5,42,"Full-time","Maried","Rental","Owner",1,2627,0,"White-goods",3720,12,6594.1329066968,6608.45060126246,6608.45060126246,6608.45060126246,6650.78665506024,6650.78665506024,6650.78665506024,6671.67485095932,6694.01686667643,6720.14564419426,6757.13091441586,6802.41834552757,6802.41834552757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000106",36,51,"Full-time","Maried","Rental","Owner",2,2099,640,"White-goods",9396,36,121066.180886375,121066.180886375,124744.975735948,133130.587532735,133130.587532735,133130.587532735,133130.587532735,133130.587532735,133130.587532735,133130.587532735,133130.587532735,140951.986136378,140951.986136378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000107",29,70,"Retired","Divorced","Owner","Owner",2,1080,400,"Holidays",2496,24,1994.00919713886,4048.03638547902,5585.55277695638,5585.55277695638,6936.66011534753,6936.66011534753,8633.97684628869,9159.70218804904,10031.5181498979,12695.0890789268,12960.1588212982,12960.1588212982,13381.4826620196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.3737740642791,0
"CCC20000108",10,46,"Full-time","Divorced","Owner","Owner",1,1742,540,"Other",6648,24,133248.106227827,133428.002960705,134119.170801836,134119.170801836,134306.137627874,134306.137627874,134306.137627874,135007.657748904,135068.964717957,135567.220778385,135759.650689069,135863.357193006,136505.826636513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000109",14,61,"Full-time","Maried","Owner","Owner",0,3205,600,"Holidays",6552,36,2294.70981015884,3384.14669870111,3384.14669870111,3384.14669870111,3927.13836906808,4098.76065201454,4363.15212074934,4363.15212074934,5065.64987505236,6065.67552332407,6139.59339581518,6707.36287851323,7154.79335752034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000113",4,74,"Retired","Divorced","Owner","Owner",0,357,140,"Other",3060,12,36791.1766070767,38021.9579409949,38175.0721995881,38808.0072009587,39072.4162455685,39735.7149833789,39774.259269006,39774.259269006,39774.259269006,40238.4162454795,40238.4162454795,41195.8861882013,41195.8861882013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000114",134,69,"Retired","Widowed","Owner","Owner",0,492,220,"Holidays",2196,12,24280.6533719109,24661.2125466046,24661.2125466046,25023.0896638834,26916.6236668603,26916.6236668603,26916.6236668603,27205.5872891937,29129.8297446813,29552.8245852298,31145.8876031018,31728.8183408877,32868.8273482933,29,6,0,4,7,3,0,4,4,9,0,0,0,1657.64237199539,670.991185443728,0,1033.24556491949,693.166726218276,1096.51633286871,0,1067.32237304901,724.952187320805,700.852250815235,0,0,0,0
"CCC20000115",4,68,"Full-time","Maried","Owner","Owner",2,2914,400,"Makeover",6672,24,31263.4893866043,31400.9981936036,31448.7392709853,31901.1583291987,32033.2065039378,32462.164603717,32540.8927895757,32884.9942342343,32884.9942342343,32884.9942342343,33874.5544275889,34153.103166115,34153.103166115,0,0,0,20,0,18,0,0,0,0,0,0,0,0,0,0,333.12661267106,0,309.3533736989,0,0,0,0,0,0,0,0
"CCC20000118",110,58,"Retired","Maried","Owner","No",2,1169,440,"White-goods",9324,36,25259.676379055,25259.676379055,25383.1194623586,25383.1194623586,25542.7411763355,26000.3555513681,26608.2723939777,27029.6261338337,27116.1225285773,27503.9334846937,27503.9334846937,27503.9334846937,28343.154366073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000119",13,53,"Retired","Maried","Owner","Owner",1,363,140,"Holidays",1104,12,577402.337557061,577402.337557061,577402.337557061,577402.337557061,577402.337557061,577402.337557061,577402.337557061,577402.337557061,577402.337557061,577402.337557061,592059.00199405,592059.00199405,592059.00199405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1591.19080749268,0,0,0,0,0
"CCC20000120",82,65,"Retired","Divorced","Owner","Owner",0,790,280,"Holidays",9096,24,18303.6930865721,18303.6930865721,18303.6930865721,18305.2155709882,19192.4965181469,19192.4965181469,19192.4965181469,19773.7829492209,19773.7829492209,20328.5638391488,20340.3722128313,20948.4205905802,21782.0658932302,2,5,0,0,0,0,0,0,0,0,0,1,0,675.120117062829,604.654562247065,0,0,0,0,0,0,0,0,0,53.4753999619341,0,0
"CCC20000121",30,70,"Retired","Widowed","Owner","No",0,1555,380,"Holidays",6120,24,11606.7869633499,11606.7869633499,12084.6847742707,12084.6847742707,12084.6847742707,13613.8711131818,14160.849196051,14160.849196051,15039.0897030718,15039.0897030718,15039.0897030718,15039.0897030718,16283.7844310122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37.480156163982,0,0,0,0,0,0,0
"CCC20000122",100,72,"Retired","Widowed","Rental","Owner",0,489,140,"White-goods",9168,24,12534.7055738962,13440.545587143,13784.0853241843,14566.913471586,14566.913471586,14566.913471586,14566.913471586,14566.913471586,16374.7044357643,16374.7044357643,16820.0924691756,16820.0924691756,17937.8118416966,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,41.5008028439895,0,0
"CCC20000123",70,54,"Retired","Maried","Owner","Owner",2,1102,620,"Holidays",2472,12,13088.0448217022,13749.1877261591,14852.6920430021,15557.080251289,15557.080251289,15557.080251289,15557.080251289,16960.4823244755,19349.0325176458,19349.0325176458,19349.0325176458,19349.0325176458,22744.2448081231,2,2,0,2,2,0,4,0,0,0,0,0,0,762.595872683275,934.881960886979,0,674.731206459837,1017.92353783859,0,814.110324533097,0,0,0,0,0,0,0
"CCC20000124",93,57,"Full-time","Divorced","Owner","Owner",0,2402,920,"Holidays",6828,12,2370.07159433434,2540.50542460709,2883.27925025001,8295.06427144658,8295.06427144658,12777.6808559405,18291.7941399949,18291.7941399949,18529.0067814383,22727.9735604302,23250.1319999118,23250.1319999118,23250.1319999118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38.9362761411209,0,0,0,0,0,0,0,0,0,0,0
"CCC20000125",35,55,"Entrepreneur","Maried","Owner","Owner",0,8287,3140,"White-goods",8328,24,9683.80576310181,9683.80576310181,10166.0513817966,10166.0513817966,10476.3135541487,10747.6925055932,10753.2234274605,10753.2234274605,10753.2234274605,10753.2234274605,11332.5963851887,11728.9541643596,11728.9541643596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000127",14,46,"Entrepreneur","Divorced","Owner","Owner",0,4192,2000,"White-goods",2088,12,8689.63349152682,8689.63349152682,8793.31894649823,8793.31894649823,8838.2556032937,8937.63232016804,8963.72016183438,9130.50755218339,9471.35614617334,9476.0098984427,9557.57081627089,9710.3709314121,9771.18757783294,7,0,0,0,0,0,0,0,1,0,0,0,0,286.793140030221,0,0,0,0,0,0,0,25.0416261082532,0,0,0,0,0
"CCC20000128",62,64,"Retired","Maried","Owner","Owner",0,494,200,"Holidays",2904,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000129",12,54,"Entrepreneur","Maried","Owner","Owner",1,8111,3280,"Other",5832,36,4060.71769670166,6785.82174173234,8247.74691338467,8247.74691338467,8247.74691338467,8247.74691338467,10077.2146850806,10077.2146850806,10560.6597746415,12103.2474004386,12103.2474004386,15684.2573373706,15985.4655188927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.4876362263258,0,0,0,0
"CCC20000130",188,58,"Full-time","Maried","Owner","Owner",1,1788,680,"White-goods",5724,36,34248.3059606689,37148.9571763523,37148.9571763523,42359.2854288003,44780.3193565962,48526.4217521249,53176.6199946928,54662.1072675644,55838.2821849092,55838.2821849092,57614.552523098,64899.8441961096,67389.4893636144,3,0,1,0,0,0,0,0,0,0,3,0,0,2440.98162791252,0,137.751617400589,0,0,0,0,0,0,0,2018.84954602341,0,0,0
"CCC20000132",52,53,"Retired","Maried","Owner","Owner",0,369,120,"Makeover",2628,12,112227.096148084,112472.877700717,112472.877700717,112786.469399175,112786.469399175,112969.438999472,113363.873241372,113504.637589907,113505.363128606,113505.363128606,113993.911431594,113993.911431594,114239.512543799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000133",34,52,"Retired","Maried","Rental","Owner",0,723,220,"White-goods",5976,12,233971.863910559,240322.568608029,244119.305652396,244119.305652396,245734.884786599,245734.884786599,249820.941351477,249820.941351477,249820.941351477,249820.941351477,249820.941351477,258718.857493295,261669.158057209,0,4,0,2,3,0,3,1,0,0,2,1,0,0,2528.13718821434,0,1994.54570524386,2138.92217313269,0,2322.20455511857,2268.82594038953,0,0,2424.50254954699,679.345739874493,0,0
"CCC20000134",97,75,"Retired","Widowed","Owner","Owner",0,735,320,"White-goods",2640,12,6040.58349119236,6040.58349119236,6881.26380698136,6881.26380698136,10542.7484231038,10542.7484231038,11160.6484538046,14091.2885062139,16412.3039112874,16412.3039112874,16412.3039112874,19196.2714057294,19196.2714057294,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CCC20000135",145,54,"Retired","Divorced","Rental","Owner",1,1068,340,"White-goods",3000,12,913.727015585737,1510.95616083767,1587.51991279191,1656.09464845481,1834.087454297,1834.087454297,1834.087454297,1877.67744041464,1877.67744041464,2053.13823279927,2053.13823279927,2223.85172937949,2223.85172937949,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,577.984696502714,0,4.94834455337154,0,0,0,0,0,0,0,1
"CCC20000136",86,70,"Retired","Widowed","Rental","Owner",0,1035,320,"Other",2376,24,24375.6514306658,24375.6514306658,24375.6514306658,24375.6514306658,24375.6514306658,24375.6514306658,24375.6514306658,24375.6514306658,24375.6514306658,24375.6514306658,24375.6514306658,24375.6514306658,29303.8928154779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000137",17,33,"Contract","Maried","Owner","No",1,1550,700,"Other",7608,24,5447.19079693988,5447.19079693988,5447.19079693988,5895.98673024529,6127.12894667391,6127.12894667391,6127.12894667391,6577.67465389279,6857.90691378828,7031.70371087076,7117.53942575202,7196.93673466907,7636.62954500779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCC20000138",17,57,"Retired","Maried","Owner","No",0,1070,340,"Holidays",5568,12,33357.3988154035,34610.5767130499,34719.7555421007,35640.0062287064,35640.0062287064,35640.0062287064,36870.5445986246,37146.9581426923,37146.9581426923,38267.9044028374,39552.2222925554,39964.2942132805,39964.2942132805,0,0,6,0,0,0,0,5,0,0,11,0,0,0,0,515.03351202958,0,0,0,0,466.446095683933,0,0,325.898683589194,0,0,0
"CCC20000140",10,71,"Retired","Widowed","Owner","Owner",0,536,240,"White-goods",1488,12,42324.3922865366,42324.3922865366,42324.3922865366,42324.3922865366,42324.3922865366,42324.3922865366,42324.3922865366,42324.3922865366,42324.3922865366,42528.8447894285,43009.9818959637,43103.9691446073,43348.612980998,30,47,22,0,0,0,50,19,1,0,1,0,0,161.06894614835,169.456018007772,0,0,0,0,492.408643819177,154.592350675234,116.524960882998,0,116.524960882998,0,0,0
"CCC20000142",82,60,"Retired","Maried","Owner","Owner",1,2533,1020,"White-goods",1572,12,25302.8969062623,25302.8969062623,25302.8969062623,25302.8969062623,25302.8969062623,25302.8969062623,25302.8969062623,25302.8969062623,25302.8969062623,25302.8969062623,25302.8969062623,27296.2369201149,27296.2369201149,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1297.05829126522,1307.95680734802,0,0,0,0,0,0,0,0,0,0,0
"CCC20000143",115,69,"Retired","Divorced","Owner","Owner",0,460,180,"White-goods",5940,36,18859.8565866653,19038.7429643714,19069.781437893,19069.781437893,19069.781437893,19354.6502095243,19354.6502095243,19411.0140112679,19528.3654430375,19528.3654430375,19532.3022682811,19666.3224104528,19666.3224104528,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52.9293859368375,0,0,0,0
"CCC20000144",29,41,"Full-time","Maried","Owner","Owner",1,2140,740,"White-goods",1248,12,25518.2601569094,25518.2601569094,25518.2601569094,25518.2601569094,27104.8006530113,27705.383458018,27705.383458018,28334.0220796574,28805.2755801092,30365.9503449766,30365.9503449766,30446.3099724199,30446.3099724199,30,36,5,9,0,35,6,4,3,33,2,4,0,1256.27555161213,1035.67969616039,344.350866516194,505.456311839388,0,1030.57356119354,324.20220561789,571.500109616718,689.346792486602,994.341447742787,398.418399814041,679.45490004885,0,0
