"event","site","date","round","white","black","result","whiteelo","blackelo","eco","pgn","elo_difference","adjusted_white_elo","adjusted_black_elo","adjusted_elo_difference","winner","eco_cat"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Bluvshtein, Mark","Riazantsev, Alexander","1/2-1/2",2611,2688,"E21","1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. g3 Ne4 6. Qd3 Qa5 7. Qxe4 Bxc3+ 8. Bd2 Bxd2+ 9. Nxd2 Qb6 10. dxc5 Qxb2 11. Rb1 Qa3 12. Qd4 O-O 13. Bg2 Na6 14. Ne4 Qa5+ 15. Qd2 Qc7 16. Rb5 Rb8 17. Qd4 b6 18. cxb6 Rxb6 19. Rg5 e5 20. Qxe5 Qxe5 21. Rxe5 d6 22. Re7 Be6 23. O-O Bxc4 24. Nc3 Rb2 25. Rxa7 Rc2 26. Bd5 Rxc3 27. Bxc4 Rxc4 28. Rxa6 Rc2 29. e3 Rb8 30. Rd1 g6 31. Raxd6 Rxa2 32. Rd8+ Rxd8 33. Rxd8+ Kg7 34. g4 Ra5 35. h4 h5 36. g5 Ra4 37. Rd4 Ra2 38. Kg2 Kf8 39. Kg3 Ra3 40. Kf4 Ra2 41. f3 Ra3 42. Ke4 Ra1 43. Ke5 Ra3 44. Ke4 Ra1 45. Rb4 Kg7 46. Kf4 Ra3 47. Rb1 Ra2 48. e4 Re2 49. Rb7 Ra2 50. Rb3 Rg2 51. Rb1 Re2 52. Kg3 Ra2 53. Re1 Ra3 54. Kf4 Ra2 55. Re3 Rg2 56. Re1 Ra2 57. Kg3 Ra3 58. Kf2 Ra2+ 59. Re2 Ra1 60. Kg2 Ra3 61. f4 Ra4 62. Kf3 Ra3+ 63. Re3 Ra1 64. Kg2 Ra4 65. Kg3 Rb4 66. f5 gxf5 67. exf5 Rg4+ 68. Kh3 f6 69. Re6 fxg5 70. Rg6+ Kf7 71. hxg5 Rf4 72. Rf6+ Kg7 73. Rg6+ Kf7 74. Ra6 Rxf5 75. Kh4 Rf1 76. g6+ Kg7 77. Kxh5 Rf5+ 1/2-1/2",-77,1.21449624323095,1.72508629393385,-0.510590050702898,"draw","E00 - E59"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Motylev, Alexander","Drozdovskij, Yuri","1/2-1/2",2685,2614,"B12","1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3 e6 5. Be2 c5 6. Be3 cxd4 7. Nxd4 Ne7 8. Nd2 Nbc6 9. N2f3 Bg4 10. O-O Bxf3 11. Nxf3 Ng6 12. c4 dxc4 13. Bxc4 Qc7 14. Bb5 Be7 15. Qc2 O-O 16. Bxc6 bxc6 17. Qc3 Rfd8 18. Rfd1 a5 19. a3 Rxd1+ 20. Rxd1 Rd8 21. Rxd8+ Qxd8 22. Qd4 Qd5 23. Bd2 Bd8 24. Bc3 c5 25. Qa4 Kf8 26. Qc2 c4 27. Nd2 Nxe5 28. Qxh7 Bb6 29. Qh8+ Ke7 30. Qxg7 Nd3 31. Bf6+ Kd7 32. Qxf7+ Kc6 33. Bc3 Nxf2 34. Qf3 Ng4+ 35. Kh1 Nf2+ 36. Kg1 Ng4+ 37. Kh1 Nf2+ 1/2-1/2",71,1.69923639664789,1.22747594116035,0.47176045548754,"draw","B10 - B19"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Pashikian, Arman","Wojtaszek, Radoslaw","0-1",2616,2683,"A24","1. c4 Nf6 2. Nc3 e5 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nc6 6. d3 O-O 7. O-O d6 8. Rb1 a5 9. a3 h6 10. b4 axb4 11. axb4 Be6 12. Nd2 Qd7 13. b5 Nd8 14. Nd5 Nxd5 15. cxd5 Bh3 16. Nc4 Bxg2 17. Kxg2 b6 18. f4 exf4 19. gxf4 Qg4+ 20. Kh1 Ra2 21. Bd2 Nb7 22. f5 Qd4 23. Qb3 Rfa8 24. e3 Qh4 25. Qd1 Nc5 26. Qe2 Ra1 27. Rxa1 Rxa1 28. Be1 Qh3 29. Nd2 Bc3 30. Nf3 Ra2 31. Nd2 Bxd2 32. fxg6 Bxe1 0-1",-67,1.23643878056123,1.68217575658939,-0.445736976028157,"black","A00 - A39"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Potkin, Vladimir","Shulman, Yuri","1/2-1/2",2682,2617,"E32","1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b6 7. Bg5 c5 8. dxc5 bxc5 9. Nf3 d6 10. Bxf6 Qxf6 11. Qxf6 gxf6 12. O-O-O Rd8 13. Nd2 Bb7 14. Rg1 a5 15. g4 1/2-1/2",65,1.67370101081421,1.24101407826756,0.432686932546651,"draw","E00 - E59"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Postny, Evgeny","Nielsen, Peter Heine","1/2-1/2",2618,2681,"D37","1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 dxc4 5. e3 a6 6. Bxc4 b5 7. Bb3 c5 8. O-O Bb7 9. Qe2 Nbd7 10. Rd1 Qb8 11. d5 exd5 12. Nxd5 Nxd5 13. Bxd5 Bxd5 14. Rxd5 Be7 15. e4 Qb7 16. Bg5 f6 17. Bf4 O-O 18. Rad1 Nb6 19. R5d2 Rad8 20. Rxd8 Rxd8 21. Rxd8+ Bxd8 22. e5 Qc6 23. Kf1 1/2-1/2",-63,1.24565236268242,1.66526494111104,-0.419612578428619,"draw","D00 - D69"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Grachev, Boris","Romanov, Evgeny","1-0",2680,2624,"D12","1. c4 c6 2. Nf3 d5 3. e3 Nf6 4. d4 Bf5 5. Nc3 e6 6. Nh4 Be4 7. f3 Bg6 8. Qb3 Qb6 9. Nxg6 hxg6 10. Kf2 Nbd7 11. Bd2 Be7 12. g3 Rd8 13. Kg2 O-O 14. Qxb6 axb6 15. cxd5 exd5 16. a4 Bb4 17. Bd3 c5 18. Bb5 Nb8 19. Rad1 Ne8 20. dxc5 bxc5 21. e4 dxe4 22. fxe4 Nc6 23. Bxc6 bxc6 24. Bg5 Rxd1 25. Rxd1 Nc7 26. Be7 Ra8 27. Rd8+ Rxd8 28. Bxd8 Na6 29. Kf3 c4 30. Bb6 Bd6 31. Ke3 Be5 32. Bd4 Bc7 33. Nb1 f6 34. Nd2 Kf7 35. Nxc4 Ke6 36. Bb6 Bb8 37. Na5 Kd7 38. Nb7 Bc7 39. Bd4 Nb4 40. Kd2 g5 41. Kc3 Na6 42. Nc5+ Nxc5 43. Bxc5 g6 44. Be3 g4 45. b4 f5 46. exf5 gxf5 47. a5 Kc8 48. a6 Bd6 49. Kc4 Bf8 50. Bf4 1-0",56,1.65686873631845,1.27481983484112,0.382048901477325,"white","D00 - D69"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Salgado Lopez, Ivan","Inarkiev, Ernesto","1/2-1/2",2626,2679,"D11","1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bg4 5. h3 Bh5 6. Nc3 e6 7. g4 Bg6 8. Ne5 Nbd7 9. Nxg6 hxg6 10. Bd2 g5 11. cxd5 exd5 12. Bd3 Bb4 13. Qb3 Qb6 14. f3 Bd6 15. Ne2 Qxb3 16. axb3 Nb6 17. Kf2 a6 18. Kg2 Be7 19. b4 O-O-O 20. b3 Kb8 21. Raf1 Ne8 22. Bc2 Nd6 23. Nc1 Nd7 24. Nd3 Nb5 25. Nc5 Kc7 26. Rc1 Rde8 27. Bd3 Nxc5 28. bxc5 Kd7 29. Bf5+ Kc7 30. Be1 g6 31. Bg3+ Kd8 32. Bd3 Bf6 33. Rhe1 Nc7 34. b4 Kd7 35. Rcd1 Kc8 36. Bc2 Nb5 37. Bd3 Nc7 38. Bc2 Nb5 39. Rd3 Rd8 40. Ba4 Nc7 41. Rdd1 Rd7 42. Bf2 Ne6 43. Bc2 Bd8 44. Rh1 Bf6 45. Bg3 Nc7 46. Bd3 Rdd8 47. Bf2 Rd7 48. Kg3 Ne6 49. Kg2 Kd8 50. Bg3 Ke8 51. Rh2 Kf8 52. Rdh1 Kg7 53. h4 gxh4 54. Bxh4 Rxh4 55. Rxh4 Bxh4 56. Rxh4 Re7 57. Rh1 Ng5 58. Kf2 Re8 59. Bc2 Re7 60. Bd3 Re8 61. Be2 Re7 62. Bf1 Ne6 63. Bg2 Ng5 64. Re1 f5 65. gxf5 gxf5 66. f4 Ne4+ 67. Bxe4 Rxe4 68. Rg1+ Kf7 69. Rg5 Kf6 70. Rg8 Re7 71. Rb8 Kg6 72. Ke2 Kg7 73. Kd3 Kg6 74. Rg8+ Kf6 75. Rf8+ Kg6 76. Rb8 Kf6 77. Kc2 Kg6 78. Rg8+ Kf6 79. Rb8 Kg6 80. Kb3 Rxe3+ 81. Ka4 Re7 82. Ka5 Kh5 83. Kb6 Kg4 84. Rxb7 Rxb7+ 85. Kxb7 Kxf4 86. Kxc6 Ke4 87. Kb6 f4 88. c6 f3 89. c7 f2 90. c8=Q f1=Q 91. Qxa6 Qf8 92. b5 Qd6+ 93. Ka7 Qc7+ 94. Ka8 Qd8+ 95. Kb7 Qd7+ 96. Kb6 Qd6+ 97. Ka7 Qc7+ 98. Qb7 Qa5+ 99. Qa6 Qc7+ 100. Ka8 Qd8+ 101. Kb7 Qd7+ 1/2-1/2",-53,1.28505756452383,1.64851355994822,-0.363455995424389,"draw","D00 - D69"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Mamedov, Rauf","Gupta, Abhijeet","0-1",2679,2627,"C07","1. e4 e6 2. d4 d5 3. Nd2 c5 4. exd5 Qxd5 5. dxc5 Bxc5 6. Ngf3 Nf6 7. Bc4 Qc6 8. Qe2 Nbd7 9. Nb3 a6 10. Bd2 O-O 11. O-O Bd6 12. Rad1 e5 13. h3 b6 14. Nh4 Bb7 15. Bg5 Bc7 16. Nd2 Rfe8 17. Bb3 Nc5 18. Qc4 Re6 19. Be3 Nxb3 20. Qxc6 Rxc6 21. cxb3 Nd5 22. Rc1 Rxc1 23. Rxc1 Rd8 24. Nf1 Rd7 25. Bd2 g6 26. Ne3 Nf4 27. Ng4 Ne2+ 28. Kf1 Nxc1 29. Nf6+ Kg7 30. Nxd7 Nxa2 31. Be3 b5 32. Bg5 e4 33. Bf6+ Kg8 34. f3 Nc1 35. Nc5 e3 36. Bd4 e2+ 37. Ke1 Bd5 38. b4 Bc4 39. g4 Bd6 40. Ng2 a5 41. Kd2 Bxc5 42. Bxc5 Nb3+ 43. Ke3 Nxc5 44. bxc5 Kf8 45. g5 Ke7 46. Kd4 Be6 47. h4 b4 0-1",52,1.64851355994822,1.29027392303623,0.358239636911987,"black","A00 - A49"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Lysyj, Igor","Kobalia, Mikhail","1/2-1/2",2629,2679,"D12","1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5 5. Nc3 e6 6. Nh4 Be4 7. f3 Bg6 8. Qb3 Qc7 9. Bd2 Be7 10. Rc1 Nbd7 11. g3 dxc4 12. Bxc4 Rd8 13. Nxg6 hxg6 14. f4 1/2-1/2",-50,1.3009023957222,1.64851355994822,-0.347611164226023,"draw","D00 - D69"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Bologan, Viktor","Socko, Bartosz","1/2-1/2",2678,2631,"C01","1. e4 e6 2. d4 d5 3. exd5 exd5 4. Nf3 Bd6 5. c4 Nf6 6. Nc3 O-O 7. cxd5 Nbd7 8. Be2 h6 9. O-O Nb6 10. Ne5 Nfxd5 11. Nxd5 Nxd5 12. Bc4 Nb6 13. Bb3 Qf6 14. Re1 Be6 15. Bc2 Bf5 16. Ng4 Bxg4 17. Qxg4 Rfe8 18. Bd2 Bf8 19. Re4 c6 20. h4 Nd5 21. Rae1 Red8 22. Re5 Qd6 23. Qg3 Nf6 24. Bxh6 Qxd4 25. Bg5 Rd6 26. R5e2 Qc5 27. Bf4 Nh5 28. Bxd6 Nxg3 29. Bxc5 Nxe2+ 30. Rxe2 Bxc5 31. Rd2 Re8 32. Kf1 Bb4 33. Rd1 g6 34. a3 Ba5 35. b4 Bb6 36. Rd7 Rd8 37. Rxd8+ Bxd8 38. g3 Bf6 1/2-1/2",47,1.64020054983705,1.31179270431966,0.328407845517394,"draw","A00 - A49"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Adly, Ahmed","Bu, Xiangzhi","0-1",2631,2675,NA,"0-1",-44,1.31179270431966,1.6155255037444,-0.303732799424745,"black","A00 - A49"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Onischuk, Alexander","Ivanisevic, Ivan","1-0",2675,2633,"E13","1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 b6 5. Bg5 h6 6. Bh4 Bb7 7. e3 Bxc3+ 8. bxc3 d6 9. Nd2 Nbd7 10. f3 O-O 11. Bd3 e5 12. Bf5 Qe8 13. Qe2 g6 14. Bc2 Ba6 15. Ba4 g5 16. Bf2 Qe6 17. h4 Rab8 18. e4 Ne8 19. hxg5 hxg5 20. f4 f5 21. Qh5 Ndf6 22. Qxg5+ Ng7 23. d5 Qe7 24. fxe5 dxe5 25. exf5 Qa3 26. Bb3 Qb2 27. Rd1 Qxc3 28. Rh3 Qa5 29. g4 Rbd8 30. Qh6 Rd6 31. g5 Ng4 32. Qh7+ Kf7 33. f6 Nxf6 34. Rf3 1-0",42,1.6155255037444,1.32294559731915,0.29257990642525,"white","E00 - E59"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Quesada Perez, Yuniesky","Bruzon Batista, Lazaro","1/2-1/2",2635,2673,"C67","1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5 8. Qxd8+ Kxd8 9. Nc3 Ke8 10. h3 b6 11. Re1 Bb4 12. Bd2 h5 13. Rad1 Be6 14. a3 Bxc3 15. Bxc3 c5 16. Ng5 a5 17. Re2 Rd8 18. Rxd8+ Kxd8 19. Nxe6+ fxe6 20. Rd2+ Ke8 21. Rd3 1/2-1/2",-38,1.3343615308813,1.59930598199684,-0.264944451115536,"draw","C20 - C99"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Yu, Yangyi","Parligras, Mircea-Emilian","0-1",2672,2636,"B12","1. e4 c6 2. d4 d5 3. f3 e6 4. Nc3 Bb4 5. Bf4 Ne7 6. Qd3 b6 7. Ne2 Ba6 8. Qe3 O-O 9. a3 Bxc3+ 10. Nxc3 Bxf1 11. Rxf1 c5 12. Ne2 Nbc6 13. O-O-O cxd4 14. Nxd4 e5 15. Nxc6 Nxc6 16. Bg3 d4 17. Qd3 Qe7 18. Kb1 Qe6 19. f4 exf4 20. Rxf4 Rad8 21. Rf5 f6 22. Re1 Ne5 23. Bxe5 fxe5 24. Qb5 Rde8 25. h4 g6 26. Rf3 Rxf3 27. gxf3 Rf8 28. Rf1 Kg7 29. Qa4 Rf7 30. Rg1 Qd7 31. Qb3 d3 32. cxd3 Rxf3 33. Rd1 Qd4 34. Ka2 Kh6 35. h5 Kxh5 36. Qg8 Rxd3 37. Qxh7+ Kg5 38. Qe7+ Kg4 39. Rh1 Rg3 40. Qh4+ Kf3 41. Qf6+ Ke2 42. Rh2+ Ke1 43. Qc6 Qc5 44. Qa4 Rd3 45. Qa6 Qd4 46. Qc8 Qc5 47. Qe6 b5 48. Rh1+ Kd2 49. Qa6 Qc4+ 50. Ka1 Qa4 51. Qe6 Qxe4 52. Rh2+ Ke1 53. Qf6 Rd1+ 54. Ka2 Qd5+ 55. b3 Rd2+ 56. Rxd2 Qxd2+ 57. Kb1 Qd3+ 58. Kb2 Qd4+ 59. Kb1 Kd2 60. Qc6 Qd3+ 61. Kb2 e4 62. Qxg6 e3 63. Qg2+ Qe2 64. Qh1 Qf2 65. Qd5+ Ke1+ 66. Kb1 Qf1 67. Qe5 Qd3+ 68. Kb2 e2 69. Qc5 Kf1 70. Qf8+ Kg2 71. Qg8+ Qg3 72. Qd5+ Qf3 73. Qg5+ Kf2 74. Qc5+ Kg2 75. Qg5+ Kf1 76. Qxb5 Qe4 77. a4 a5 78. Qa6 Kg1 79. Qb6+ Kg2 0-1",36,1.59126838912956,1.34016819730573,0.25110019182383,"black","B10 - B19"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Zhou, Jianchao","Korobov, Anton","0-1",2636,2671,"D16","1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 e6 6. e3 c5 7. Bxc4 Nc6 8. O-O cxd4 9. exd4 Be7 10. Qe2 O-O 11. Rd1 Nb4 12. Bg5 Bd7 13. d5 exd5 14. Nxd5 Nbxd5 15. Bxd5 Nxd5 16. Rxd5 Bxg5 17. Nxg5 h6 18. Qd2 hxg5 19. Rxd7 Qf6 20. Rxb7 Rfd8 21. Qe3 Re8 22. Qb3 Rad8 23. Rf1 a5 24. Rb6 Qd4 25. Rb5 Qd2 26. Rb7 Re6 27. g3 Rf6 28. Qe3 Re6 29. Qf3 Rf6 30. Qg4 Re8 31. Rb5 Re1 32. Rb8+ Kh7 33. Qh5+ Rh6 34. Qf3 Rf6 35. Qh5+ Rh6 36. Qf3 Rf6 37. Qg2 Rfe6 38. Qf3 0-1",-35,1.34016819730573,1.58328018487516,-0.243111987569427,"black","D00 - D69"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Harikrishna, Pentala","Rodshtein, Maxim","1/2-1/2",2669,2637,"E04","1. d4 Nf6 2. c4 e6 3. g3 d5 4. Nf3 dxc4 5. Bg2 c6 6. a4 c5 7. O-O Bd7 8. Na3 Bc6 9. Nxc4 Bd5 10. Ne3 Be4 11. dxc5 Nc6 12. Nc4 Bxc5 13. Qxd8+ Rxd8 14. Bg5 Ke7 15. Ncd2 Bg6 16. Rfc1 Bb4 17. Nb3 Be4 18. Be3 Bd5 19. Nbd4 a6 20. Nxc6+ Bxc6 21. Rxc6 bxc6 22. Ne5 c5 23. Nc6+ Ke8 24. Nxd8 Kxd8 25. Rc1 Nd7 26. Bb7 a5 27. Bc6 Kc7 28. Bxd7 Kxd7 29. Bxc5 Bxc5 30. Rxc5 Rb8 31. Rxa5 Rxb2 32. Ra7+ Ke8 33. e3 g5 34. g4 Kf8 35. Kg2 Kg7 36. Kg3 Kg6 37. Ra8 Ra2 38. Ra5 h6 39. h3 Kf6 40. Ra7 Ra3 41. h4 gxh4+ 42. Kxh4 Kg6 43. Kg3 e5 44. Ra6+ f6 45. a5 Ra4 46. f4 exf4+ 47. exf4 Ra1 48. Ra8 h5 49. f5+ Kh6 50. Rh8+ Kg7 51. Rxh5 Rxa5 52. Rh1 Ra3+ 53. Kh4 Ra7 54. Rb1 Kf7 55. Kh5 Kg7 56. Rb6 Rc7 57. g5 fxg5 58. Kxg5 Ra7 59. Rg6+ Kf7 60. Rh6 Kg7 61. f6+ Kg8 62. Kg6 Rg7+ 63. fxg7 1/2-1/2",32,1.56745560704269,1.34604065590982,0.221414951132869,"draw","E00 - E59"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Nguyen, Ngoc Truong Son","Li, Chao b","1-0",2637,2669,"D82","1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bf4 Bg7 5. e3 c5 6. dxc5 Qa5 7. Rc1 dxc4 8. Bxc4 O-O 9. Nf3 Qxc5 10. Bb3 Nc6 11. O-O Qa5 12. Qe2 Nh5 13. Bg5 Bg4 14. Bh4 Qb4 15. Qc4 Bxf3 16. Qxb4 Nxb4 17. Bxe7 Nxa2 18. Bxa2 Rfe8 19. Ba3 Bxc3 20. gxf3 Ba5 21. Bd5 Rab8 22. Rfd1 Bb6 23. Kf1 Red8 24. Be7 Rdc8 25. f4 Rxc1 26. Rxc1 Kg7 27. Bf3 Nf6 28. Bb4 Rd8 29. Bxb7 Rb8 30. Bf3 Bxe3 31. Rc4 Bb6 32. Bc3 Rd8 33. b4 Rd6 34. Be5 Rd2 35. Be2 h5 36. Rc6 Bd8 37. b5 Rd7 38. h3 Rd5 39. Bc4 Rd7 40. Ke2 h4 41. Ke3 Bb6+ 42. Kf3 Bd8 43. Ke2 Be7 44. Bb3 Bd8 45. Bc2 Rd5 46. Bd3 Be7 47. Kd2 g5 48. Kc3 gxf4 49. Bd4 Rd7 50. Kc4 Bd6 51. Bf5 Rc7 52. Rxc7 Bxc7 53. Bxa7 Kh6 54. b6 Be5 55. b7 Kg5 56. Bc8 f3 57. Kd3 1-0",-32,1.34604065590982,1.56745560704269,-0.221414951132869,"white","D70 - D99"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Kasimdzhanov, Rustam","Nisipeanu, Liviu-Dieter","1/2-1/2",2669,2641,"A80","1. d4 f5 2. Nf3 Nf6 3. g3 e6 4. Bg2 Be7 5. O-O O-O 6. b3 d6 7. Bb2 Qe8 8. Nbd2 Nc6 9. e3 Bd7 10. c4 Qh5 11. Ne1 Qh6 12. Nd3 Rae8 13. d5 Nd8 14. dxe6 Nxe6 15. Nf4 c6 16. Nxe6 Bxe6 17. Nf3 Ng4 18. h3 Nf6 19. Qc2 Ne4 20. Rad1 Bc8 21. Rfe1 Bd8 22. b4 Re6 23. Nd4 Rg6 24. Ne2 Qg5 25. Nf4 Rh6 26. Bxe4 fxe4 27. Qxe4 Bf5 28. Qg2 Qe7 29. g4 Bc8 30. Nh5 Rxh5 31. gxh5 Rf5 32. h4 Qf8 33. Rd4 Bf6 34. Red1 Bxd4 35. Rxd4 Rxh5 36. Rxd6 Rxh4 37. Rd8 1/2-1/2",28,1.56745560704269,1.3701874811789,0.197268125863794,"draw","A80 - A99"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Negi, Parimarjan","Akopian, Vladimir","1-0",2642,2667,NA,"1-0",-25,1.37638801759812,1.55183930151885,-0.175451283920728,"white","A00 - A49"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Feller, Sebastien","Iordachescu, Viorel","1-0",2666,2646,"D10","1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 g6 5. Nf3 Bg7 6. Be2 O-O 7. O-O Nbd7 8. Qc2 Nb6 9. c5 Nbd7 10. b4 Re8 11. Bb2 e5 12. Nxe5 Nxe5 13. dxe5 Rxe5 14. Nb5 Re7 15. Nd6 Ne8 16. Bxg7 Kxg7 17. Qc3+ Kg8 18. Nxc8 Rxc8 19. Rad1 Ng7 20. Bg4 Rcc7 21. Bf3 Qe8 22. b5 Ne6 23. b6 Rc8 24. bxa7 Ra8 25. Qa5 Ng5 26. Be2 Ne4 27. Rd4 f5 28. Bd3 Nf6 29. Ra4 Kf7 30. Rb1 Rd7 31. h3 Qe5 32. Qb4 Ng8 33. Qa3 Ne7 34. Rab4 Qc7 35. Qb2 Rxa7 36. Qh8 Ke6 37. a4 Qe5 38. Qxh7 Qc3 39. Rd4 Qxc5 40. Qh8 Qd6 41. Rh4 Rd8 42. Qc3 Kd7 43. a5 Kc7 44. Rhb4 Kc8 45. Rxb7 Rxb7 46. Ba6 d4 47. Qb2 Kd7 48. Bxb7 dxe3 49. fxe3 Qc5 50. a6 Kc7 51. Kh1 Qxe3 52. Qa1 Rd2 53. a7 Rxg2 54. Qa5+ Kd7 55. Bxc6+ Nxc6 56. Qd5+ Kc7 57. a8=N+ 1-0",20,1.54411133354447,1.40184133112429,0.142270002420172,"white","D00 - D69"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Azarov, Sergei","Timofeev, Artyom","1-0",2648,2665,"C04","1. e4 e6 2. d4 d5 3. Nd2 Nc6 4. Ngf3 Nf6 5. e5 Nd7 6. Be2 Be7 7. O-O O-O 8. c4 f6 9. exf6 Bxf6 10. Nb3 Nb6 11. c5 Nc4 12. Bf4 a5 13. a4 Bd7 14. Qc1 e5 15. Bxc4 exf4 16. Bxd5+ Kh8 17. Qxf4 Bxd4 18. Qg3 Bf6 19. Rad1 Qc8 20. Rfe1 Ne7 21. Bc4 Bg4 22. Nbd4 Rd8 23. h3 Rxd4 24. Rxd4 Bxf3 25. Rf4 Bc6 26. Rxf6 Nf5 27. Qe5 gxf6 28. Qxf6+ Ng7 29. Re7 Qf8 30. Rf7 Qg8 31. Rxc7 Qf8 32. Rf7 Qg8 33. Rc7 Qf8 34. Rf7 Qg8 35. Rxb7 Bxb7 36. Bxg8 Kxg8 37. c6 Bc8 38. Qd8+ Kf7 39. Qc7+ Kg6 40. Qg3+ Kf7 41. c7 Ra6 42. Qb3+ Re6 43. Qd5 Ne8 44. Qxa5 Re7 45. Qh5+ Kf8 46. Qh6+ Kg8 47. Qg5+ Kf8 48. Qf4+ Kg7 49. Qd4+ Kf7 50. b4 Nxc7 51. b5 Ke6 52. Qg4+ Kd5 1-0",-17,1.414955871709,1.53643787722615,-0.121482005517152,"white","A00 - A49"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Ni, Hua","Khairullin, Ildar","1/2-1/2",2662,2649,"A09","1. Nf3 d5 2. c4 d4 3. g3 Nc6 4. Bg2 e5 5. O-O Nf6 6. d3 Bd6 7. e3 O-O 8. exd4 Nxd4 9. Nxd4 exd4 10. Nd2 h6 11. Re1 Rb8 12. Ne4 Nxe4 13. Bxe4 c6 14. Bd2 f5 15. Bg2 f4 16. Re4 fxg3 17. hxg3 Qf6 18. Bf4 Bf5 1/2-1/2",13,1.51375200497068,1.42160924306486,0.0921427619058179,"draw","A00 - A39"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Lupulescu, Constantin","Fridman, Daniel","0-1",2650,2659,"D31","1. d4 d5 2. c4 e6 3. Nc3 Be7 4. cxd5 exd5 5. Bf4 Nf6 6. e3 Bf5 7. Qb3 Nc6 8. Qxb7 Nb4 9. Kd1 O-O 10. Qxc7 Qxc7 11. Bxc7 Rfc8 12. Bg3 Bc2+ 13. Ke1 Bf5 14. Rd1 Ne4 15. Nxe4 dxe4 16. a3 Rc2 17. Be2 Nd3+ 18. Kf1 Nxb2 19. Re1 Bxa3 20. Ba6 Bc8 21. Bxc8 Raxc8 22. Ne2 a5 23. h4 a4 24. h5 Be7 25. Ra1 Rd2 26. Nf4 a3 27. Kg1 Rd1+ 28. Kh2 Rxh1+ 29. Kxh1 Nd3 30. Nd5 Rc1+ 31. Rxc1 Nxc1 32. Nxe7+ Kf8 33. Ng6+ Ke8 34. d5 Nd3 0-1",-9,1.42832628571475,1.49158230953131,-0.0632560238165578,"black","D00 - D69"
"FIDE World Cup 2011","Khanty-Mansiysk RUS",2011-08-29,1.2,"Alekseev, Evgeny","Ragger, Markus","1/2-1/2",2659,2651,"D10","1. d4 d5 2. c4 c6 3. cxd5 cxd5 4. Bf4 Nf6 5. Nc3 Nc6 6. e3 a6 7. Bd3 Bg4 8. Nge2 e6 9. O-O Bh5 10. Rc1 Bg6 11. Na4 Nd7 12. Bg3 Bxd3 13. Qxd3 Be7 14. Qb3 Na5 15. Qc2 Nc6 16. Qb3 Na5 17. Qc2 Nc6 18. Nf4 O-O 19. Nd3 Rc8 20. Qd2 Qa5 21. Qxa5 1/2-1/2",8,1.49158230953131,1.43510667156708,0.0564756379642295,"draw","D00 - D69"
