,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1856,53,blue-collar,married,secondary,no,-135.0,yes,no,unknown,9,may,193.0,2,-1,0,unknown,no
1857,28,blue-collar,single,secondary,no,,yes,yes,unknown,9,may,,3,-1,0,unknown,no
1858,41,admin.,married,secondary,no,442.0,yes,yes,unknown,9,may,344.0,2,-1,0,unknown,no
1859,36,blue-collar,married,secondary,no,590.0,yes,no,unknown,9,may,282.0,2,-1,0,unknown,no
1860,37,technician,married,tertiary,no,,yes,no,unknown,9,may,1170.0,1,-1,0,unknown,no
1861,38,blue-collar,married,secondary,no,49.0,yes,no,unknown,9,may,408.0,2,-1,0,unknown,no
1862,32,technician,married,secondary,no,1118.0,yes,yes,unknown,9,may,,2,-1,0,unknown,no
1863,33,blue-collar,divorced,primary,no,390.0,yes,no,unknown,9,may,665.0,2,-1,0,unknown,yes
1864,28,technician,single,secondary,no,,yes,no,unknown,9,may,67.0,3,-1,0,unknown,no
1865,52,blue-collar,divorced,primary,no,,yes,yes,unknown,9,may,167.0,4,-1,0,unknown,no
1866,30,blue-collar,single,secondary,no,18.0,no,no,unknown,9,may,395.0,1,-1,0,unknown,no
1867,37,blue-collar,married,secondary,no,131.0,yes,no,unknown,9,may,137.0,2,-1,0,unknown,no
1868,27,technician,single,secondary,no,527.0,yes,no,unknown,9,may,,1,-1,0,unknown,no
1869,31,services,married,secondary,no,1129.0,yes,no,unknown,9,may,231.0,2,-1,0,unknown,no
1870,47,management,divorced,tertiary,no,,yes,no,unknown,9,may,128.0,1,-1,0,unknown,no
1871,33,blue-collar,single,secondary,no,687.0,yes,no,unknown,9,may,,1,-1,0,unknown,no
1872,46,blue-collar,married,primary,no,,yes,yes,unknown,9,may,,1,-1,0,unknown,no
1873,38,blue-collar,married,secondary,no,,yes,no,unknown,9,may,412.0,1,-1,0,unknown,no
1874,33,blue-collar,single,primary,no,92.0,yes,no,unknown,9,may,,1,-1,0,unknown,no
1875,44,blue-collar,married,primary,no,-11.0,yes,no,unknown,9,may,,1,-1,0,unknown,no
1876,35,management,married,tertiary,no,,yes,no,unknown,9,may,,1,-1,0,unknown,no
1877,38,blue-collar,married,secondary,no,,yes,no,unknown,9,may,286.0,5,-1,0,unknown,no
1878,56,blue-collar,married,primary,no,420.0,yes,no,unknown,9,may,76.0,1,-1,0,unknown,no
1879,33,technician,single,secondary,no,513.0,yes,no,unknown,9,may,53.0,4,-1,0,unknown,no
1880,45,services,married,primary,no,137.0,yes,no,unknown,9,may,274.0,2,-1,0,unknown,no
1881,30,services,married,primary,no,,yes,no,unknown,9,may,409.0,3,-1,0,unknown,no
1882,34,admin.,married,secondary,no,,yes,no,unknown,9,may,232.0,1,-1,0,unknown,no
1883,32,blue-collar,married,secondary,no,,yes,yes,unknown,9,may,325.0,1,-1,0,unknown,no
1884,32,blue-collar,single,secondary,no,2.0,no,no,unknown,9,may,144.0,2,-1,0,unknown,no
1885,27,admin.,married,secondary,no,,yes,no,unknown,9,may,1713.0,1,-1,0,unknown,no
1886,48,unemployed,married,secondary,no,,yes,no,unknown,9,may,241.0,2,-1,0,unknown,no
1887,54,blue-collar,married,primary,no,781.0,yes,no,unknown,9,may,103.0,2,-1,0,unknown,no
1888,29,technician,single,tertiary,no,542.0,yes,no,unknown,9,may,338.0,3,-1,0,unknown,no
1889,37,blue-collar,divorced,secondary,no,,yes,no,unknown,9,may,182.0,1,-1,0,unknown,no
1890,26,entrepreneur,married,tertiary,no,79.0,yes,yes,unknown,9,may,346.0,3,-1,0,unknown,no
1891,43,management,married,secondary,no,,yes,no,unknown,9,may,204.0,2,-1,0,unknown,no
1892,31,blue-collar,married,secondary,no,,yes,no,unknown,9,may,,2,-1,0,unknown,no
1893,55,technician,married,secondary,no,,yes,no,unknown,9,may,,2,-1,0,unknown,no
1894,45,services,single,secondary,no,-139.0,yes,no,unknown,9,may,663.0,3,-1,0,unknown,no
1895,35,technician,single,secondary,no,,yes,no,unknown,9,may,,4,-1,0,unknown,no
1896,57,self-employed,married,tertiary,yes,-3313.0,yes,yes,unknown,9,may,,1,-1,0,unknown,no
1897,49,blue-collar,married,primary,no,352.0,yes,no,unknown,9,may,188.0,2,-1,0,unknown,no
1898,23,services,single,secondary,no,,yes,yes,unknown,9,may,,2,-1,0,unknown,no
1899,49,housemaid,divorced,primary,no,,yes,no,unknown,9,may,1080.0,5,-1,0,unknown,no
1900,35,management,single,tertiary,no,-202.0,yes,no,unknown,9,may,1461.0,2,-1,0,unknown,no
1901,38,technician,single,tertiary,no,,yes,no,unknown,9,may,116.0,1,-1,0,unknown,no
1902,39,entrepreneur,married,secondary,no,1261.0,yes,no,unknown,9,may,,2,-1,0,unknown,no
1903,27,self-employed,single,tertiary,no,,yes,no,unknown,9,may,98.0,3,-1,0,unknown,no
1904,37,blue-collar,married,secondary,no,790.0,no,no,unknown,9,may,,1,-1,0,unknown,no
1905,57,management,married,secondary,no,,yes,no,unknown,9,may,147.0,7,-1,0,unknown,no
1906,38,entrepreneur,single,tertiary,no,638.0,yes,no,unknown,9,may,,1,-1,0,unknown,no
1907,26,technician,married,secondary,no,47.0,yes,no,unknown,9,may,282.0,2,-1,0,unknown,no
1908,46,entrepreneur,married,unknown,no,242.0,yes,no,unknown,9,may,,2,-1,0,unknown,no
1909,44,admin.,married,secondary,no,,yes,no,unknown,9,may,,4,-1,0,unknown,no
1910,44,blue-collar,married,primary,no,,yes,yes,unknown,9,may,94.0,1,-1,0,unknown,no
1911,28,blue-collar,married,secondary,no,948.0,yes,no,unknown,9,may,455.0,1,-1,0,unknown,no
1912,37,admin.,married,secondary,no,-356.0,no,yes,unknown,9,may,49.0,1,-1,0,unknown,no
1913,43,technician,single,secondary,no,336.0,yes,no,unknown,9,may,181.0,1,-1,0,unknown,no
1914,25,admin.,single,secondary,no,,yes,no,unknown,9,may,,9,-1,0,unknown,no
1915,34,blue-collar,single,primary,no,359.0,yes,no,unknown,9,may,154.0,3,-1,0,unknown,no
1916,39,blue-collar,married,primary,no,105.0,yes,no,unknown,9,may,294.0,2,-1,0,unknown,no
1917,35,management,single,secondary,no,6809.0,yes,no,unknown,9,may,,7,-1,0,unknown,no
1918,32,services,married,secondary,no,,yes,yes,unknown,9,may,202.0,2,-1,0,unknown,no
1919,31,services,married,secondary,no,0.0,no,yes,unknown,9,may,,6,-1,0,unknown,no
1920,42,blue-collar,married,primary,no,,yes,no,unknown,9,may,214.0,2,-1,0,unknown,no
1921,31,blue-collar,single,secondary,no,,yes,no,unknown,9,may,128.0,1,-1,0,unknown,no
1922,30,technician,single,tertiary,no,2530.0,yes,no,unknown,9,may,70.0,1,-1,0,unknown,no
1923,29,admin.,single,secondary,no,356.0,yes,no,unknown,9,may,,1,-1,0,unknown,no
1924,29,admin.,single,secondary,yes,,yes,no,unknown,9,may,279.0,1,-1,0,unknown,no
1925,36,blue-collar,married,secondary,no,198.0,yes,no,unknown,9,may,400.0,2,-1,0,unknown,no
1926,41,services,married,secondary,no,510.0,yes,no,unknown,9,may,231.0,2,-1,0,unknown,no
1927,37,blue-collar,single,secondary,no,223.0,yes,no,unknown,9,may,175.0,2,-1,0,unknown,no
1928,32,management,single,tertiary,no,,yes,no,unknown,9,may,179.0,2,-1,0,unknown,no
1929,39,entrepreneur,married,tertiary,no,338.0,yes,no,unknown,9,may,,4,-1,0,unknown,no
1930,31,management,single,tertiary,no,0.0,yes,no,unknown,9,may,94.0,3,-1,0,unknown,no
1931,33,blue-collar,single,secondary,no,328.0,yes,no,unknown,9,may,142.0,2,-1,0,unknown,no
1932,30,technician,single,tertiary,no,,yes,no,unknown,9,may,,2,-1,0,unknown,no
1933,24,student,single,secondary,no,,no,no,unknown,9,may,,3,-1,0,unknown,no
1934,55,blue-collar,married,secondary,no,-256.0,yes,yes,unknown,9,may,136.0,2,-1,0,unknown,no
1935,27,services,single,secondary,no,683.0,yes,no,unknown,9,may,,3,-1,0,unknown,no
1936,47,management,divorced,tertiary,no,84.0,yes,no,unknown,9,may,229.0,5,-1,0,unknown,no
1937,29,blue-collar,married,primary,no,608.0,yes,no,unknown,9,may,184.0,2,-1,0,unknown,no
1938,56,management,married,secondary,no,230.0,no,no,unknown,9,may,,4,-1,0,unknown,no
1939,31,management,single,tertiary,no,12.0,yes,no,unknown,9,may,330.0,4,-1,0,unknown,no
1940,46,blue-collar,married,primary,no,881.0,yes,no,unknown,9,may,,2,-1,0,unknown,no
1941,47,technician,single,unknown,no,77.0,yes,no,unknown,9,may,,4,-1,0,unknown,no
1942,29,student,single,secondary,no,,yes,no,unknown,9,may,25.0,6,-1,0,unknown,no
1943,35,admin.,divorced,tertiary,no,1555.0,yes,no,unknown,9,may,,2,-1,0,unknown,no
1944,31,services,single,secondary,yes,,yes,no,unknown,9,may,169.0,2,-1,0,unknown,no
1945,29,admin.,single,secondary,no,43.0,yes,no,unknown,9,may,,2,-1,0,unknown,no
1946,48,admin.,divorced,unknown,no,,yes,no,unknown,9,may,,1,-1,0,unknown,no
1947,59,blue-collar,married,secondary,no,,no,yes,unknown,9,may,,4,-1,0,unknown,no
1948,44,management,married,tertiary,no,,yes,no,unknown,9,may,124.0,2,-1,0,unknown,no
1949,30,admin.,single,tertiary,no,-396.0,yes,no,unknown,9,may,,2,-1,0,unknown,no
1950,50,blue-collar,married,primary,no,89.0,yes,no,unknown,9,may,210.0,3,-1,0,unknown,no
1951,25,admin.,married,secondary,no,,yes,no,unknown,9,may,,2,-1,0,unknown,no
1952,32,blue-collar,married,secondary,no,150.0,yes,no,unknown,9,may,1178.0,4,-1,0,unknown,no
1953,49,blue-collar,married,primary,no,,yes,yes,unknown,9,may,161.0,2,-1,0,unknown,no
1954,38,admin.,married,secondary,no,253.0,yes,no,unknown,9,may,515.0,4,-1,0,unknown,no
1955,29,blue-collar,single,secondary,no,853.0,yes,no,unknown,9,may,177.0,2,-1,0,unknown,no
1956,51,management,married,tertiary,no,91.0,yes,no,unknown,9,may,178.0,2,-1,0,unknown,no
1957,29,blue-collar,single,secondary,no,,yes,no,unknown,9,may,,2,-1,0,unknown,no
1958,32,admin.,divorced,secondary,no,43.0,yes,no,unknown,9,may,,2,-1,0,unknown,no
1959,43,unemployed,married,primary,no,-178.0,yes,no,unknown,9,may,191.0,2,-1,0,unknown,no
1960,34,blue-collar,married,secondary,no,,no,no,unknown,9,may,245.0,4,-1,0,unknown,no
1961,37,blue-collar,married,primary,no,1160.0,yes,no,unknown,9,may,255.0,2,-1,0,unknown,no
1962,29,admin.,single,secondary,no,3986.0,yes,no,unknown,9,may,488.0,2,-1,0,unknown,no
1963,39,services,single,secondary,no,126.0,yes,no,unknown,9,may,211.0,2,-1,0,unknown,no
1964,34,blue-collar,married,secondary,no,,yes,yes,unknown,9,may,226.0,2,-1,0,unknown,no
1965,28,technician,married,secondary,no,655.0,yes,no,unknown,9,may,179.0,2,-1,0,unknown,no
1966,37,blue-collar,married,primary,no,2378.0,yes,no,unknown,9,may,460.0,2,-1,0,unknown,no
1967,29,blue-collar,married,secondary,no,,yes,yes,unknown,9,may,432.0,2,-1,0,unknown,no
1968,25,admin.,single,secondary,no,,yes,no,unknown,9,may,176.0,2,-1,0,unknown,no
1969,33,blue-collar,married,primary,no,191.0,yes,no,unknown,9,may,,2,-1,0,unknown,no
1970,34,admin.,single,secondary,no,391.0,yes,no,unknown,9,may,192.0,2,-1,0,unknown,no
1971,50,blue-collar,divorced,primary,no,31.0,yes,no,unknown,9,may,,3,-1,0,unknown,no
1972,35,blue-collar,married,secondary,no,73.0,no,no,unknown,9,may,,3,-1,0,unknown,no
1973,53,management,divorced,tertiary,no,0.0,no,no,unknown,9,may,44.0,2,-1,0,unknown,no
1974,41,blue-collar,single,primary,no,156.0,yes,no,unknown,9,may,47.0,5,-1,0,unknown,no
1975,48,blue-collar,married,primary,no,,yes,no,unknown,9,may,752.0,3,-1,0,unknown,no
1976,32,blue-collar,single,secondary,no,,yes,no,unknown,9,may,116.0,3,-1,0,unknown,no
1977,38,self-employed,married,secondary,no,138.0,no,no,unknown,9,may,,3,-1,0,unknown,no
1978,57,blue-collar,married,secondary,no,221.0,yes,no,unknown,9,may,122.0,2,-1,0,unknown,no
1979,50,management,married,tertiary,no,3284.0,yes,no,unknown,9,may,,3,-1,0,unknown,no
1980,40,management,married,tertiary,no,4190.0,no,no,unknown,9,may,260.0,4,-1,0,unknown,no
1981,45,management,single,tertiary,no,5694.0,yes,no,unknown,9,may,214.0,2,-1,0,unknown,no
1982,34,blue-collar,single,secondary,no,297.0,yes,no,unknown,9,may,407.0,4,-1,0,unknown,no
1983,32,blue-collar,married,primary,no,-89.0,yes,no,unknown,9,may,389.0,2,-1,0,unknown,no
1984,28,admin.,single,secondary,no,,yes,no,unknown,9,may,31.0,3,-1,0,unknown,no
1985,30,services,married,secondary,no,,yes,no,unknown,9,may,115.0,2,-1,0,unknown,no
1986,41,management,single,tertiary,no,1696.0,yes,no,unknown,9,may,,3,-1,0,unknown,no
1987,36,blue-collar,married,unknown,no,714.0,no,no,unknown,9,may,277.0,3,-1,0,unknown,no
1988,49,services,divorced,secondary,no,315.0,yes,no,unknown,9,may,117.0,2,-1,0,unknown,no
1989,32,self-employed,married,tertiary,no,312.0,yes,no,unknown,9,may,,2,-1,0,unknown,no
1990,53,management,married,tertiary,no,913.0,yes,no,unknown,9,may,244.0,4,-1,0,unknown,no
1991,44,unemployed,married,secondary,no,-407.0,yes,no,unknown,9,may,,2,-1,0,unknown,no
1992,34,entrepreneur,divorced,tertiary,no,338.0,yes,no,unknown,9,may,162.0,2,-1,0,unknown,no
1993,56,admin.,divorced,secondary,yes,,yes,yes,unknown,9,may,185.0,2,-1,0,unknown,no
1994,27,technician,single,secondary,no,769.0,yes,no,unknown,9,may,,2,-1,0,unknown,no
1995,32,blue-collar,married,secondary,no,,yes,yes,unknown,9,may,,3,-1,0,unknown,no
1996,43,blue-collar,single,primary,no,0.0,no,no,unknown,9,may,,3,-1,0,unknown,no
1997,34,admin.,divorced,primary,no,9569.0,yes,no,unknown,9,may,,2,-1,0,unknown,no
1998,35,self-employed,married,secondary,no,351.0,yes,no,unknown,9,may,298.0,2,-1,0,unknown,no
1999,28,admin.,married,secondary,no,2.0,yes,no,unknown,9,may,167.0,1,-1,0,unknown,no
2000,52,management,married,primary,no,226.0,yes,no,unknown,9,may,86.0,4,-1,0,unknown,no
2001,36,blue-collar,married,primary,no,,yes,no,unknown,9,may,255.0,2,-1,0,unknown,no
2002,35,management,single,tertiary,no,123.0,yes,no,unknown,9,may,,3,-1,0,unknown,no
2003,30,admin.,married,secondary,no,,yes,no,unknown,9,may,,1,-1,0,unknown,no
2004,23,management,single,unknown,no,375.0,yes,no,unknown,9,may,,3,-1,0,unknown,no
2005,37,entrepreneur,divorced,secondary,no,1190.0,yes,no,unknown,9,may,268.0,3,-1,0,unknown,no
2006,29,services,single,secondary,no,487.0,yes,yes,unknown,9,may,176.0,2,-1,0,unknown,no
2007,28,self-employed,single,secondary,no,123.0,yes,no,unknown,9,may,97.0,1,-1,0,unknown,no
2008,56,services,divorced,tertiary,no,2272.0,yes,no,unknown,9,may,,5,-1,0,unknown,no
2009,27,admin.,married,secondary,no,133.0,yes,yes,unknown,9,may,,4,-1,0,unknown,no
2010,33,blue-collar,single,primary,no,,yes,no,unknown,9,may,180.0,2,-1,0,unknown,no
2011,53,blue-collar,married,primary,no,,yes,no,unknown,9,may,322.0,5,-1,0,unknown,no
2012,47,blue-collar,married,secondary,no,8.0,no,no,unknown,9,may,64.0,4,-1,0,unknown,no
2013,50,services,married,secondary,no,107.0,yes,no,unknown,9,may,,4,-1,0,unknown,no
2014,31,admin.,single,secondary,no,620.0,no,no,unknown,9,may,166.0,3,-1,0,unknown,no
2015,31,blue-collar,married,secondary,no,,yes,no,unknown,9,may,,3,-1,0,unknown,no
2016,37,management,married,tertiary,no,-120.0,yes,no,unknown,9,may,77.0,2,-1,0,unknown,no
2017,37,management,single,tertiary,no,493.0,yes,no,unknown,9,may,328.0,7,-1,0,unknown,no
2018,48,unemployed,married,primary,no,296.0,yes,no,unknown,9,may,,8,-1,0,unknown,no
2019,31,management,single,tertiary,no,6248.0,yes,no,unknown,9,may,154.0,2,-1,0,unknown,no
2020,34,technician,married,secondary,no,,no,no,unknown,9,may,84.0,4,-1,0,unknown,no
2021,32,blue-collar,single,primary,no,12.0,yes,no,unknown,9,may,,4,-1,0,unknown,no
2022,54,management,married,tertiary,no,154.0,no,no,unknown,9,may,155.0,3,-1,0,unknown,no
2023,31,management,single,tertiary,no,,yes,no,unknown,9,may,,2,-1,0,unknown,no
2024,55,services,married,secondary,no,560.0,yes,no,unknown,9,may,91.0,3,-1,0,unknown,no
2025,27,blue-collar,married,secondary,no,564.0,yes,no,unknown,9,may,,3,-1,0,unknown,no
2026,36,blue-collar,married,secondary,no,771.0,yes,no,unknown,9,may,213.0,4,-1,0,unknown,no
2027,33,technician,married,secondary,no,0.0,yes,yes,unknown,9,may,173.0,2,-1,0,unknown,no
2028,43,blue-collar,married,primary,no,,yes,no,unknown,9,may,315.0,4,-1,0,unknown,no
2029,42,blue-collar,married,secondary,no,,yes,no,unknown,9,may,,3,-1,0,unknown,no
2030,48,blue-collar,married,primary,no,,yes,no,unknown,9,may,,3,-1,0,unknown,no
2031,41,admin.,single,secondary,no,-256.0,no,yes,unknown,9,may,35.0,3,-1,0,unknown,no
2032,36,technician,married,secondary,no,,yes,no,unknown,9,may,83.0,3,-1,0,unknown,no
2033,32,services,single,secondary,no,85.0,yes,no,unknown,9,may,834.0,9,-1,0,unknown,no
2034,58,management,single,unknown,no,,yes,no,unknown,9,may,244.0,5,-1,0,unknown,no
2035,40,services,married,secondary,no,69.0,yes,no,unknown,9,may,143.0,3,-1,0,unknown,no
2036,31,management,married,tertiary,no,713.0,yes,no,unknown,9,may,1534.0,2,-1,0,unknown,no
2037,42,blue-collar,married,primary,no,,yes,no,unknown,9,may,,4,-1,0,unknown,no
2038,34,blue-collar,divorced,secondary,no,-294.0,yes,no,unknown,12,may,,2,-1,0,unknown,no
2039,34,technician,married,secondary,no,222.0,yes,no,unknown,12,may,149.0,6,-1,0,unknown,no
2040,35,technician,married,unknown,no,86.0,yes,no,unknown,12,may,,4,-1,0,unknown,no
2041,57,management,divorced,secondary,no,,yes,yes,unknown,12,may,144.0,6,-1,0,unknown,no
2042,28,blue-collar,married,primary,no,,no,no,unknown,12,may,,3,-1,0,unknown,no
2043,50,technician,married,secondary,no,,yes,no,unknown,12,may,79.0,6,-1,0,unknown,no
2044,46,self-employed,married,tertiary,no,,yes,no,unknown,12,may,112.0,2,-1,0,unknown,no
2045,28,blue-collar,married,secondary,no,,yes,no,unknown,12,may,,5,-1,0,unknown,no
2046,57,unknown,married,unknown,no,106.0,no,no,unknown,12,may,836.0,4,-1,0,unknown,no
2047,49,admin.,married,secondary,yes,15.0,no,no,unknown,12,may,290.0,5,-1,0,unknown,no
2048,56,management,single,tertiary,no,4542.0,no,no,unknown,12,may,148.0,2,-1,0,unknown,no
2049,56,blue-collar,married,secondary,no,172.0,yes,no,unknown,12,may,289.0,5,-1,0,unknown,no
2050,49,management,divorced,tertiary,yes,,yes,no,unknown,12,may,345.0,2,-1,0,unknown,no
2051,50,management,married,tertiary,no,107.0,yes,no,unknown,12,may,1002.0,5,-1,0,unknown,no
2052,47,admin.,single,secondary,no,15.0,no,no,unknown,12,may,181.0,4,-1,0,unknown,no
2053,45,blue-collar,married,primary,no,101.0,yes,no,unknown,12,may,460.0,5,-1,0,unknown,yes
2054,44,unemployed,married,secondary,no,304.0,yes,no,unknown,12,may,,2,-1,0,unknown,no
2055,51,blue-collar,married,tertiary,no,7816.0,yes,no,unknown,12,may,76.0,2,-1,0,unknown,no
2056,34,blue-collar,married,secondary,no,0.0,yes,no,unknown,12,may,111.0,2,-1,0,unknown,no
2057,25,management,married,tertiary,no,,yes,yes,unknown,12,may,104.0,2,-1,0,unknown,no
2058,30,blue-collar,married,primary,no,2581.0,no,no,unknown,12,may,221.0,2,-1,0,unknown,no
2059,39,unemployed,divorced,secondary,no,,yes,no,unknown,12,may,150.0,7,-1,0,unknown,no
2060,25,student,married,tertiary,no,333.0,yes,no,unknown,12,may,,3,-1,0,unknown,no
2061,34,admin.,divorced,secondary,no,-220.0,yes,yes,unknown,12,may,115.0,4,-1,0,unknown,no
2062,25,blue-collar,single,secondary,no,249.0,yes,no,unknown,12,may,149.0,5,-1,0,unknown,no
2063,33,blue-collar,married,secondary,no,-257.0,yes,no,unknown,12,may,92.0,4,-1,0,unknown,no
2064,44,services,divorced,secondary,no,210.0,no,yes,unknown,12,may,111.0,2,-1,0,unknown,no
2065,55,retired,married,secondary,no,18722.0,yes,no,unknown,12,may,128.0,2,-1,0,unknown,no
2066,54,admin.,married,secondary,no,42.0,yes,no,unknown,12,may,192.0,2,-1,0,unknown,no
2067,43,unemployed,married,secondary,no,210.0,yes,no,unknown,12,may,88.0,5,-1,0,unknown,no
2068,35,blue-collar,married,secondary,no,325.0,no,no,unknown,12,may,,2,-1,0,unknown,no
2069,27,services,single,secondary,no,123.0,yes,no,unknown,12,may,105.0,3,-1,0,unknown,no
2070,42,blue-collar,married,primary,no,,yes,no,unknown,12,may,62.0,2,-1,0,unknown,no
2071,40,technician,married,secondary,no,,yes,no,unknown,12,may,29.0,8,-1,0,unknown,no
2072,31,blue-collar,married,primary,no,0.0,yes,yes,unknown,12,may,59.0,4,-1,0,unknown,no
2073,29,technician,married,tertiary,no,,yes,no,unknown,12,may,,3,-1,0,unknown,no
2074,49,technician,married,secondary,no,4785.0,no,no,unknown,12,may,160.0,4,-1,0,unknown,no
2075,59,retired,divorced,primary,no,121.0,yes,no,unknown,12,may,144.0,7,-1,0,unknown,no
2076,37,management,married,tertiary,no,0.0,yes,no,unknown,12,may,346.0,4,-1,0,unknown,no
2077,60,blue-collar,married,unknown,no,,yes,no,unknown,12,may,57.0,2,-1,0,unknown,no
2078,25,technician,single,secondary,no,1135.0,yes,no,unknown,12,may,396.0,3,-1,0,unknown,no
2079,28,admin.,married,secondary,no,-201.0,yes,no,unknown,12,may,286.0,4,-1,0,unknown,no
2080,40,services,single,secondary,no,,yes,no,unknown,12,may,,3,-1,0,unknown,no
2081,43,technician,single,tertiary,no,,yes,no,unknown,12,may,,4,-1,0,unknown,no
2082,51,blue-collar,married,primary,yes,-283.0,yes,no,unknown,12,may,,4,-1,0,unknown,no
2083,28,admin.,single,secondary,no,,yes,no,unknown,12,may,,4,-1,0,unknown,no
2084,54,management,married,primary,no,113.0,no,no,unknown,12,may,,3,-1,0,unknown,no
2085,37,blue-collar,married,secondary,no,194.0,yes,no,unknown,12,may,566.0,7,-1,0,unknown,no
2086,35,self-employed,married,tertiary,no,,yes,no,unknown,12,may,,2,-1,0,unknown,no
2087,26,management,divorced,tertiary,yes,,no,yes,unknown,12,may,127.0,2,-1,0,unknown,no
2088,55,services,single,secondary,no,,yes,no,unknown,12,may,,2,-1,0,unknown,no
2089,57,unemployed,married,secondary,no,,yes,no,unknown,12,may,71.0,2,-1,0,unknown,no
2090,39,blue-collar,divorced,secondary,no,36.0,yes,no,unknown,12,may,109.0,2,-1,0,unknown,no
2091,36,services,married,tertiary,no,2167.0,yes,yes,unknown,12,may,,2,-1,0,unknown,no
2092,35,management,single,tertiary,no,243.0,yes,no,unknown,12,may,102.0,3,-1,0,unknown,no
2093,33,blue-collar,married,primary,no,2.0,yes,yes,unknown,12,may,409.0,2,-1,0,unknown,no
2094,40,services,single,secondary,no,737.0,yes,no,unknown,12,may,117.0,2,-1,0,unknown,no
2095,31,technician,married,secondary,no,,no,no,unknown,12,may,177.0,4,-1,0,unknown,no
2096,32,management,single,tertiary,no,,no,no,unknown,12,may,757.0,2,-1,0,unknown,yes
2097,27,management,single,tertiary,no,,yes,no,unknown,12,may,145.0,1,-1,0,unknown,no
2098,31,services,single,secondary,no,2963.0,yes,no,unknown,12,may,124.0,1,-1,0,unknown,no
2099,28,blue-collar,single,secondary,yes,,yes,no,unknown,12,may,,4,-1,0,unknown,no
2100,33,blue-collar,divorced,secondary,no,75.0,yes,yes,unknown,12,may,94.0,2,-1,0,unknown,no
2101,31,blue-collar,single,secondary,no,2597.0,yes,no,unknown,12,may,189.0,1,-1,0,unknown,no
2102,25,services,married,secondary,no,-454.0,yes,no,unknown,12,may,24.0,1,-1,0,unknown,no
2103,29,technician,married,secondary,no,0.0,no,no,unknown,12,may,,2,-1,0,unknown,no
2104,47,blue-collar,married,primary,no,,yes,no,unknown,12,may,185.0,1,-1,0,unknown,no
2105,59,blue-collar,divorced,primary,no,220.0,yes,no,unknown,12,may,165.0,1,-1,0,unknown,no
2106,35,management,single,tertiary,no,,yes,no,unknown,12,may,,3,-1,0,unknown,no
2107,33,blue-collar,married,primary,no,211.0,yes,no,unknown,12,may,172.0,2,-1,0,unknown,no
2108,31,management,single,tertiary,no,4509.0,yes,no,unknown,12,may,,3,-1,0,unknown,no
2109,42,management,single,tertiary,no,196.0,yes,no,unknown,12,may,325.0,3,-1,0,unknown,no
2110,26,technician,single,secondary,no,,yes,no,unknown,12,may,,8,-1,0,unknown,no
2111,34,blue-collar,single,secondary,no,381.0,yes,no,unknown,12,may,102.0,1,-1,0,unknown,no
2112,31,admin.,married,secondary,no,,yes,no,unknown,12,may,,3,-1,0,unknown,no
2113,30,blue-collar,single,unknown,yes,,yes,yes,unknown,12,may,164.0,3,-1,0,unknown,no
2114,54,admin.,married,unknown,no,-337.0,yes,no,unknown,12,may,,2,-1,0,unknown,no
2115,52,blue-collar,single,primary,no,210.0,yes,no,unknown,12,may,154.0,1,-1,0,unknown,no
2116,40,blue-collar,divorced,primary,no,737.0,yes,yes,unknown,12,may,102.0,1,-1,0,unknown,no
2117,56,blue-collar,divorced,secondary,no,75.0,yes,no,unknown,12,may,,2,-1,0,unknown,no
2118,25,student,single,tertiary,no,,yes,no,unknown,12,may,,1,-1,0,unknown,no
2119,60,retired,married,secondary,no,78.0,yes,no,unknown,12,may,113.0,3,-1,0,unknown,no
2120,43,blue-collar,married,primary,no,,yes,no,unknown,12,may,,3,-1,0,unknown,no
2121,32,entrepreneur,married,unknown,no,227.0,yes,no,unknown,12,may,523.0,1,-1,0,unknown,no
2122,48,blue-collar,divorced,secondary,no,,yes,no,unknown,12,may,,1,-1,0,unknown,no
2123,43,self-employed,single,secondary,no,,yes,no,unknown,12,may,217.0,1,-1,0,unknown,no
2124,37,technician,married,secondary,no,,yes,yes,unknown,12,may,151.0,1,-1,0,unknown,no
2125,52,services,divorced,primary,no,111.0,yes,no,unknown,12,may,179.0,2,-1,0,unknown,no
2126,25,services,single,secondary,no,,yes,no,unknown,12,may,,1,-1,0,unknown,no
2127,31,entrepreneur,single,tertiary,yes,37.0,yes,no,unknown,12,may,281.0,1,-1,0,unknown,no
2128,35,blue-collar,married,secondary,no,362.0,yes,no,unknown,12,may,363.0,2,-1,0,unknown,no
2129,27,admin.,single,secondary,no,,yes,no,unknown,12,may,86.0,1,-1,0,unknown,no
2130,41,self-employed,married,secondary,no,304.0,yes,no,unknown,12,may,,2,-1,0,unknown,no
2131,34,technician,single,secondary,no,-89.0,yes,no,unknown,12,may,,1,-1,0,unknown,no
2132,55,technician,married,secondary,no,276.0,yes,no,unknown,12,may,,1,-1,0,unknown,no
2133,26,blue-collar,married,secondary,no,288.0,yes,no,unknown,12,may,,2,-1,0,unknown,no
2134,36,blue-collar,married,primary,no,650.0,yes,no,unknown,12,may,170.0,2,-1,0,unknown,no
2135,45,admin.,married,secondary,no,,yes,no,unknown,12,may,539.0,1,-1,0,unknown,no
2136,27,technician,married,secondary,no,-302.0,yes,no,unknown,12,may,66.0,3,-1,0,unknown,no
